loc_name,status,score,x,y,l_adr,n_sq_rplsa,adresse,c_postal,l_com,n_voie,c_suf1,c_desi,l_voie,pays
,,,,,,"920030030",11 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"11",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030031",11 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"11",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030032",11 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"11",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030033",111 RUE DE LA PORTE DE TRIVA,"92140",Clamart,"111",,RUE,DE LA PORTE DE TRIVA,FRANCE
,,,,,,"920030034",113 AVENUE SALENGRO,"92370",Chaville,"113",,AVENUE,SALENGRO,FRANCE
,,,,,,"920030035",113 RUE DE LA PORTE DE TRIVA,"92140",Clamart,"113",,RUE,DE LA PORTE DE TRIVA,FRANCE
,,,,,,"920030036",12 AVENUE A. MAISTRASSE,"92150",Suresnes,"12",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920030037",12 RESIDENCE LES CHATAIGNIERS,"92380",Garches,"12",,RESIDENCE,LES CHATAIGNIERS,FRANCE
,,,,,,"920030038",12 RUE DU CAPITAINE G. FACQ,"92350",Le Plessis-Robinson,"12",,RUE,DU CAPITAINE G. FACQ,FRANCE
,,,,,,"920030039",12 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"12",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030040",12 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"12",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030041",13 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"13",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030042",13 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"13",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030043",13 RUE J. HARDOUIN MANSART,"92600",AsniÃ¨res-sur-Seine,"13",,RUE,J. HARDOUIN MANSART,FRANCE
,,,,,,"920030044",138 RUE J.P TIMBAUD,"92400",Courbevoie,"138",,RUE,J.P TIMBAUD,FRANCE
,,,,,,"920030045",14 ALLEE DE L EUROPE,"92110",Clichy,"14",,ALLEE,DE L EUROPE,FRANCE
,,,,,,"920030046",14 D ESCALIER CROIX BOSSET,"92310",SÃ¨vres,"14",D,ESCALIER,CROIX BOSSET,FRANCE
,,,,,,"920030047",14 ESCALIER CROIX BOSSET,"92310",SÃ¨vres,"14",,ESCALIER,CROIX BOSSET,FRANCE
,,,,,,"920030048",14 RUE CARL HEBERT,"92400",Courbevoie,"14",,RUE,CARL HEBERT,FRANCE
,,,,,,"920030049",14 RUE DEROULEDE,"92600",AsniÃ¨res-sur-Seine,"14",,RUE,DEROULEDE,FRANCE
,,,,,,"920030050",14 RUE DU CAPITAINE G. FACQ,"92350",Le Plessis-Robinson,"14",,RUE,DU CAPITAINE G. FACQ,FRANCE
,,,,,,"920030051",14 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"14",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030052",14 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"14",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030053",140 RUE J.P TIMBAUD,"92400",Courbevoie,"140",,RUE,J.P TIMBAUD,FRANCE
,,,,,,"920030054",142 RUE DES ROYSSIS,"92320",ChÃ¢tillon,"142",,RUE,DES ROYSSIS,FRANCE
,,,,,,"920030055",142 RUE J.P TIMBAUD,"92400",Courbevoie,"142",,RUE,J.P TIMBAUD,FRANCE
,,,,,,"920030056",143 AVENUE J.JAURES,"92120",Montrouge,"143",,AVENUE,J.JAURES,FRANCE
,,,,,,"920030057",144 RUE J.P TIMBAUD,"92400",Courbevoie,"144",,RUE,J.P TIMBAUD,FRANCE
,,,,,,"920030058",15 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"15",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920030059",15 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"15",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030060",15 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"15",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030061",15 RUE GUILLEMIN,"92600",AsniÃ¨res-sur-Seine,"15",,RUE,GUILLEMIN,FRANCE
,,,,,,"920030062",155 RUE J. GUESDE BÂT B,"92300",Levallois-Perret,"155",,RUE,J. GUESDE BÂT B,FRANCE
,,,,,,"920030063",16 ALLEE DE L EUROPE,"92110",Clichy,"16",,ALLEE,DE L EUROPE,FRANCE
,,,,,,"920030064",16 AVENUE A. MAISTRASSE,"92150",Suresnes,"16",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920030065",16 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"16",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030066",16 RUE DU DOCTEUR ROUX,"92110",Clichy,"16",,RUE,DU DOCTEUR ROUX,FRANCE
,,,,,,"920030067",161 RUE J. GUESDE,"92300",Levallois-Perret,"161",,RUE,J. GUESDE,FRANCE
,,,,,,"920030068",17 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"17",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920030069",17 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"17",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030070",17 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"17",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030071",18 ALLEE DE L EUROPE,"92110",Clichy,"18",,ALLEE,DE L EUROPE,FRANCE
,,,,,,"920030072",18 AVENUE A. MAISTRASSE,"92150",Suresnes,"18",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920030073",18 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"18",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030074",18 RUE MERLIN DE THIONVILLE,"92150",Suresnes,"18",,RUE,MERLIN DE THIONVILLE,FRANCE
,,,,,,"920030075",185 RUE ARMAND SYLVESTRE,"92400",Courbevoie,"185",,RUE,ARMAND SYLVESTRE,FRANCE
,,,,,,"920030076",19 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"19",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920030077",19 AVENUE PAUL VAILLANT COUTURI,"92220",Bagneux,"19",,AVENUE,PAUL VAILLANT COUTURI,FRANCE
,,,,,,"920030078",19 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"19",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030079",19 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"19",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030080",191 RUE GRANDE RUE,"92380",Garches,"191",,RUE,GRANDE RUE,FRANCE
,,,,,,"920030081",2 AVENUE A. BRIAND ,"92350",Le Plessis-Robinson,"2",,AVENUE,A. BRIAND ,FRANCE
,,,,,,"920030082",2 AVENUE DES NATIONS UNIES,"92160",Antony,"2",,AVENUE,DES NATIONS UNIES,FRANCE
,,,,,,"920030083",2 AVENUE ROBERT SCHUMAN,"92360",Meudon,"2",,AVENUE,ROBERT SCHUMAN,FRANCE
,,,,,,"920030084",2 D ALEMBERT,"92000",Nanterre,"2",,,D ALEMBERT,FRANCE
,,,,,,"920030085",2 PLACE DU 11 NOVEMBRE,"92250",La Garenne-Colombes,"2",,PLACE,DU 11 NOVEMBRE,FRANCE
,,,,,,"920030086",2 ROND-POINT DES MARTYRS,"92220",Bagneux,"2",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920030087",2 RUE CLAUDE N. LEDOUX,"92350",Le Plessis-Robinson,"2",,RUE,CLAUDE N. LEDOUX,FRANCE
,,,,,,"920030088",2 RUE EUGENE CLOTRIER,"92290",ChÃ¢tenay-Malabry,"2",,RUE,EUGENE CLOTRIER,FRANCE
,,,,,,"920030089",2 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"2",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030090",2 RUE HUNTZINGER,"92110",Clichy,"2",,RUE,HUNTZINGER,FRANCE
,,,,,,"920030091",2 RUE LABRUYERE,"92120",Montrouge,"2",,RUE,LABRUYERE,FRANCE
,,,,,,"920030092",2 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"2",,RUE,MARIE NODIER,FRANCE
,,,,,,"920030093",2 RUE MERLIN DE THIONVILLE,"92150",Suresnes,"2",,RUE,MERLIN DE THIONVILLE,FRANCE
,,,,,,"920030094",2 SQUARE DOUDARD LAGREE,"92600",AsniÃ¨res-sur-Seine,"2",,SQUARE,DOUDARD LAGREE,FRANCE
,,,,,,"920030095",2 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"2",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030096",2 SQUARE J.A. GABRIEL,"92350",Le Plessis-Robinson,"2",,SQUARE,J.A. GABRIEL,FRANCE
,,,,,,"920030097",2 SQUARE J.GIRAUDOUX,"92390",Villeneuve-la-Garenne,"2",,SQUARE,J.GIRAUDOUX,FRANCE
,,,,,,"920030098",2 TOLSTOI,"92000",Nanterre,"2",,,TOLSTOI,FRANCE
,,,,,,"920030099",20 AVENUE A. MAISTRASSE,"92150",Suresnes,"20",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920030100",20 AVENUE DE L INDEPENDANCE,"92700",Colombes,"20",,AVENUE,DE L INDEPENDANCE,FRANCE
,,,,,,"920030101",20 JARDINS JARDINS BOIELDIEU,"92800",Puteaux,"20",,JARDINS,JARDINS BOIELDIEU,FRANCE
,,,,,,"920030102",20 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"20",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030103",21 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"21",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920030104",21 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"21",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030105",21 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"21",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030106",22 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"22",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030107",23 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"23",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920030108",23 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"23",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030109",23 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"23",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030110",24 RUE CAPITAINE GUYNEMER ,"92270",Bois-Colombes,"24",,RUE,CAPITAINE GUYNEMER ,FRANCE
,,,,,,"920030111",24 RUE H. POINCARE,"92110",Clichy,"24",,RUE,H. POINCARE,FRANCE
,,,,,,"920030112",25 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"25",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920030113",25 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"25",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030114",25 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"25",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030115",26 RUE GRANDE RUE,"92380",Garches,"26",,RUE,GRANDE RUE,FRANCE
,,,,,,"920030116",26 RUE HYPPOLYTE MULIN,"92120",Montrouge,"26",,RUE,HYPPOLYTE MULIN,FRANCE
,,,,,,"920030117",27 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"27",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920030118",27 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"27",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030119",27 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"27",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030120",27 RUE J. BOURGUIGNON,"92500",Rueil-Malmaison,"27",,RUE,J. BOURGUIGNON,FRANCE
,,,,,,"920030121",28 RUE E. BLANC ,"92500",Rueil-Malmaison,"28",,RUE,E. BLANC ,FRANCE
,,,,,,"920030122",28 RUE GRANDE RUE,"92380",Garches,"28",,RUE,GRANDE RUE,FRANCE
,,,,,,"920030123",29 AVENUE DE TASSIGNY,"92500",Rueil-Malmaison,"29",,AVENUE,DE TASSIGNY,FRANCE
,,,,,,"920030124",29 AVENUE PIERRE DE COUBERTIN,"92600",AsniÃ¨res-sur-Seine,"29",,AVENUE,PIERRE DE COUBERTIN,FRANCE
,,,,,,"920030125",29 RUE JEAN BONNAL,"92250",La Garenne-Colombes,"29",,RUE,JEAN BONNAL,FRANCE
,,,,,,"920030126",3 ALLÉE G VALLEREY,"92290",ChÃ¢tenay-Malabry,"3",,,ALLÉE G VALLEREY,FRANCE
,,,,,,"920030127",3 AVENUE ROBERT SCHUMAN,"92360",Meudon,"3",,AVENUE,ROBERT SCHUMAN,FRANCE
,,,,,,"920030128",3 D ALEMBERT,"92000",Nanterre,"3",,,D ALEMBERT,FRANCE
,,,,,,"920030129",3 PLACE DES DRS BONAMY,"92110",Clichy,"3",,PLACE,DES DRS BONAMY,FRANCE
,,,,,,"920030130",3 PLACE DU PT DE BILLANCOURT,"92100",Boulogne-Billancourt,"3",,PLACE,DU PT DE BILLANCOURT,FRANCE
,,,,,,"920030131",3 PLACE MARGUERITE NAZEAU,"92150",Suresnes,"3",,PLACE,MARGUERITE NAZEAU,FRANCE
,,,,,,"920030132",3 RESIDENCE LES CHATAIGNIERS,"92380",Garches,"3",,RESIDENCE,LES CHATAIGNIERS,FRANCE
,,,,,,"920030133",3 ROND-POINT DES MARTYRS,"92220",Bagneux,"3",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920030134",3 RUE A LEMAIRE,"92260",Fontenay-aux-Roses,"3",,RUE,A LEMAIRE,FRANCE
,,,,,,"920030135",3 RUE EDUARD BRANLY,"92600",AsniÃ¨res-sur-Seine,"3",,RUE,EDUARD BRANLY,FRANCE
,,,,,,"920030136",3 RUE EUGENE CLOTRIER,"92290",ChÃ¢tenay-Malabry,"3",,RUE,EUGENE CLOTRIER,FRANCE
,,,,,,"920030137",3 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"3",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030138",3 RUE GABRIEL PERI,"92350",Le Plessis-Robinson,"3",,RUE,GABRIEL PERI,FRANCE
,,,,,,"920030139",3 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"3",,RUE,MARIE NODIER,FRANCE
,,,,,,"920030140",3 RUE MAURICE UTRILLO,"92290",ChÃ¢tenay-Malabry,"3",,RUE,MAURICE UTRILLO,FRANCE
,,,,,,"920030141",3 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"3",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030142",3 SQUARE G.PHILIPPE,"92390",Villeneuve-la-Garenne,"3",,SQUARE,G.PHILIPPE,FRANCE
,,,,,,"920030143",3 SQUARE JEAN VIOLLET,"92260",Fontenay-aux-Roses,"3",,SQUARE,JEAN VIOLLET,FRANCE
,,,,,,"920030144",3 SQUARE L ABBE MAILLET,"92360",Meudon,"3",,SQUARE,L ABBE MAILLET,FRANCE
,,,,,,"920030145",30 BIS RUE MME DE SANZILLON,"92110",Clichy,"30",BIS,RUE,MME DE SANZILLON,FRANCE
,,,,,,"920030146",30 ROUTE DU PAVE DES GARDES,"92370",Chaville,"30",,ROUTE,DU PAVE DES GARDES,FRANCE
,,,,,,"920030147",30 RUE E. BLANC ,"92500",Rueil-Malmaison,"30",,RUE,E. BLANC ,FRANCE
,,,,,,"920030148",30 RUE GRANDE RUE,"92380",Garches,"30",,RUE,GRANDE RUE,FRANCE
,,,,,,"920030149",32 RUE GRANDE RUE,"92380",Garches,"32",,RUE,GRANDE RUE,FRANCE
,,,,,,"920030150",34 RUE DU CAP GUYNEMER,"92400",Courbevoie,"34",,RUE,DU CAP GUYNEMER,FRANCE
,,,,,,"920030151",34 RUE GRANDE RUE,"92380",Garches,"34",,RUE,GRANDE RUE,FRANCE
,,,,,,"920030152",36 RUE GRANDE RUE,"92380",Garches,"36",,RUE,GRANDE RUE,FRANCE
,,,,,,"920030153",37 RUE J.LEFEVRE PROLONGEE,"92400",Courbevoie,"37",,RUE,J.LEFEVRE PROLONGEE,FRANCE
,,,,,,"920030154",39 RUE J.LEFEVRE PROLONGEE,"92400",Courbevoie,"39",,RUE,J.LEFEVRE PROLONGEE,FRANCE
,,,,,,"920030155",4 AVENUE A. MAISTRASSE,"92150",Suresnes,"4",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920030156",4 AVENUE DES NATIONS UNIES,"92160",Antony,"4",,AVENUE,DES NATIONS UNIES,FRANCE
,,,,,,"920030157",4 AVENUE ROBERT SCHUMAN,"92360",Meudon,"4",,AVENUE,ROBERT SCHUMAN,FRANCE
,,,,,,"920030158",4 D ALEMBERT,"92000",Nanterre,"4",,,D ALEMBERT,FRANCE
,,,,,,"920030159",4 PLACE DU 11 NOVEMBRE,"92250",La Garenne-Colombes,"4",,PLACE,DU 11 NOVEMBRE,FRANCE
,,,,,,"920030160",4 ROND-POINT DES MARTYRS,"92220",Bagneux,"4",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920030161",4 RUE CLAUDE N. LEDOUX,"92350",Le Plessis-Robinson,"4",,RUE,CLAUDE N. LEDOUX,FRANCE
,,,,,,"920030162",4 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"4",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030163",4 RUE EDGAR QUINET,"92800",Puteaux,"4",,RUE,EDGAR QUINET,FRANCE
,,,,,,"920030164",4 RUE EUGENE CLOTRIER,"92290",ChÃ¢tenay-Malabry,"4",,RUE,EUGENE CLOTRIER,FRANCE
,,,,,,"920030165",4 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"4",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030166",4 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"4",,RUE,MARIE NODIER,FRANCE
,,,,,,"920030167",4 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"4",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030168",4 SQUARE J.A. GABRIEL,"92350",Le Plessis-Robinson,"4",,SQUARE,J.A. GABRIEL,FRANCE
,,,,,,"920030169",4 SQUARE L ABBE MAILLET,"92360",Meudon,"4",,SQUARE,L ABBE MAILLET,FRANCE
,,,,,,"920030170",4 TOLSTOI,"92000",Nanterre,"4",,,TOLSTOI,FRANCE
,,,,,,"920030171",42 AVENUE LENINE,"92000",Nanterre,"42",,AVENUE,LENINE,FRANCE
,,,,,,"920030172",42 B RUE HENRI GINOUX,"92120",Montrouge,"42",B,RUE,HENRI GINOUX,FRANCE
,,,,,,"920030173",43 RUE D ALSACE,"92300",Levallois-Perret,"43",,RUE,D ALSACE,FRANCE
,,,,,,"920030174",43 RUE DE TROSY,"92140",Clamart,"43",,RUE,DE TROSY,FRANCE
,,,,,,"920030175",44 RUE P. BROSSOLETTE,"92300",Levallois-Perret,"44",,RUE,P. BROSSOLETTE,FRANCE
,,,,,,"920030176",45 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"45",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030177",45 RUE D ALSACE,"92300",Levallois-Perret,"45",,RUE,D ALSACE,FRANCE
,,,,,,"920030178",47 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"47",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030179",47 RUE D ALSACE,"92300",Levallois-Perret,"47",,RUE,D ALSACE,FRANCE
,,,,,,"920030180",48 CHEMIN DE LA FOUILLEUSE,"92150",Suresnes,"48",,CHEMIN,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030181",49 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"49",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030182",49 RUE D ALSACE,"92300",Levallois-Perret,"49",,RUE,D ALSACE,FRANCE
,,,,,,"920030183",5 ALLÉE G VALLEREY,"92290",ChÃ¢tenay-Malabry,"5",,,ALLÉE G VALLEREY,FRANCE
,,,,,,"920030184",5 D ALEMBERT,"92000",Nanterre,"5",,,D ALEMBERT,FRANCE
,,,,,,"920030185",5 ESTOURNELLE DE CONSTANT,"92150",Suresnes,"5",,,ESTOURNELLE DE CONSTANT,FRANCE
,,,,,,"920030186",5 PLACE DES DRS BONAMY,"92110",Clichy,"5",,PLACE,DES DRS BONAMY,FRANCE
,,,,,,"920030187",5 ROND-POINT DES MARTYRS,"92220",Bagneux,"5",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920030188",5 RUE A LEMAIRE,"92260",Fontenay-aux-Roses,"5",,RUE,A LEMAIRE,FRANCE
,,,,,,"920030189",5 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"5",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030190",5 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"5",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030191",5 RUE GABRIEL PERI,"92350",Le Plessis-Robinson,"5",,RUE,GABRIEL PERI,FRANCE
,,,,,,"920030192",5 RUE J. HARDOUIN MANSART,"92600",AsniÃ¨res-sur-Seine,"5",,RUE,J. HARDOUIN MANSART,FRANCE
,,,,,,"920030193",5 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"5",,RUE,MARIE NODIER,FRANCE
,,,,,,"920030194",5 RUE MAURICE UTRILLO,"92290",ChÃ¢tenay-Malabry,"5",,RUE,MAURICE UTRILLO,FRANCE
,,,,,,"920030195",5 SENTE DES CHAMPS DIEUX,"92410",Ville-d'Avray,"5",,SENTE,DES CHAMPS DIEUX,FRANCE
,,,,,,"920030196",5 SQUARE DOUDARD LAGREE,"92600",AsniÃ¨res-sur-Seine,"5",,SQUARE,DOUDARD LAGREE,FRANCE
,,,,,,"920030197",5 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"5",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030198",5 SQUARE JEAN VIOLLET,"92260",Fontenay-aux-Roses,"5",,SQUARE,JEAN VIOLLET,FRANCE
,,,,,,"920030199",5 SQUARE L ABBE MAILLET,"92360",Meudon,"5",,SQUARE,L ABBE MAILLET,FRANCE
,,,,,,"920030200",50 CHEMIN DE LA FOUILLEUSE,"92150",Suresnes,"50",,CHEMIN,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030201",51 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"51",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030202",52 CHEMIN DE LA FOUILLEUSE,"92150",Suresnes,"52",,CHEMIN,DE LA FOUILLEUSE,FRANCE
,,,,,,"920030203",55 AVENUE F ET IRENE JOLIOT CURIE,"92000",Nanterre,"55",,AVENUE,F ET IRENE JOLIOT CURIE,FRANCE
,,,,,,"920030204",55 QUAI DEDION BOUTON,"92800",Puteaux,"55",,QUAI,DEDION BOUTON,FRANCE
,,,,,,"920030205",57 RUE ARMAND SYLVESTRE,"92400",Courbevoie,"57",,RUE,ARMAND SYLVESTRE,FRANCE
,,,,,,"920030206",6 AVENUE A. MAISTRASSE,"92150",Suresnes,"6",,AVENUE,A. MAISTRASSE,FRANCE
,,,,,,"920030207",6 AVENUE DES NATIONS UNIES,"92160",Antony,"6",,AVENUE,DES NATIONS UNIES,FRANCE
,,,,,,"920030208",6 AVENUE ROBERT SCHUMAN,"92360",Meudon,"6",,AVENUE,ROBERT SCHUMAN,FRANCE
,,,,,,"920030209",6 BIS AVENUE DU PROFESSEUR CALME,"92130",Issy-les-Moulineaux,"6",BIS,AVENUE,DU PROFESSEUR CALME,FRANCE
,,,,,,"920030210",6 D ALEMBERT,"92000",Nanterre,"6",,,D ALEMBERT,FRANCE
,,,,,,"920030211",6 PLACE DU 11 NOVEMBRE,"92250",La Garenne-Colombes,"6",,PLACE,DU 11 NOVEMBRE,FRANCE
,,,,,,"920030212",6 ROND-POINT DES MARTYRS,"92220",Bagneux,"6",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920030213",6 RUE CLAUDE N. LEDOUX,"92350",Le Plessis-Robinson,"6",,RUE,CLAUDE N. LEDOUX,FRANCE
,,,,,,"920030214",6 RUE DOCTEUR ROUX,"92330",Sceaux,"6",,RUE,DOCTEUR ROUX,FRANCE
,,,,,,"920030215",6 RUE DU DOCTEUR FLEMING,"92600",AsniÃ¨res-sur-Seine,"6",,RUE,DU DOCTEUR FLEMING,FRANCE
,,,,,,"920030216",6 RUE FRANCIS DE PRESSENSE,"92290",ChÃ¢tenay-Malabry,"6",,RUE,FRANCIS DE PRESSENSE,FRANCE
,,,,,,"920030217",6 RUE MARIE NODIER,"92260",Fontenay-aux-Roses,"6",,RUE,MARIE NODIER,FRANCE
,,,,,,"920030218",6 SQUARE DOUDARD LAGREE,"92600",AsniÃ¨res-sur-Seine,"6",,SQUARE,DOUDARD LAGREE,FRANCE
,,,,,,"920030219",6 SQUARE F. JOLIOT CURIE,"92350",Le Plessis-Robinson,"6",,SQUARE,F. JOLIOT CURIE,FRANCE
,,,,,,"920030220",6 SQUARE J.A. GABRIEL,"92350",Le Plessis-Robinson,"6",,SQUARE,J.A. GABRIEL,FRANCE
,,,,,,"920030221",6 SQUARE L ABBE MAILLET,"92360",Meudon,"6",,SQUARE,L ABBE MAILLET,FRANCE
,,,,,,"920030222",6 SQUARE LE VERGER,"92500",Rueil-Malmaison,"6",,SQUARE,LE VERGER,FRANCE
,,,,,,"920030223",61 RUE ANDRE CHENIER,"92160",Antony,"61",,RUE,ANDRE CHENIER,FRANCE
,,,,,,"920030224",7 ALLÉE G VALLEREY,"92290",ChÃ¢tenay-Malabry,"7",,,ALLÉE G VALLEREY,FRANCE
,,,,,,"920030225",7 AVENUE DE VERDUN,"92250",La Garenne-Colombes,"7",,AVENUE,DE VERDUN,FRANCE
,,,,,,"920030226",7 ESTOURNELLE DE CONSTANT,"92150",Suresnes,"7",,,ESTOURNELLE DE CONSTANT,FRANCE
,,,,,,"920030227",7 ROND-POINT DES MARTYRS,"92220",Bagneux,"7",,ROND-POINT,DES MARTYRS,FRANCE
,,,,,,"920030228",7 RUE A LEMAIRE,"92260",Fontenay-aux-Roses,"7",,RUE,A LEMAIRE,FRANCE
